timestamp,operacion,codigo,titulo,sede,tiempo_respuesta_ms,exito
2025-11-17T17:09:38.236761,prestamo,LIB0001,Cien años de soledad,SedeA,1.90,True
2025-11-17T17:09:38.237606,devolucion,LIB0002,Don Quijote de la Mancha,SedeB,0.27,True
2025-11-17T17:09:38.238385,renovacion,LIB0003,El amor en los tiempos del cólera,SedeA,0.26,True
2025-11-17T17:09:38.239520,prestamo,LIB0004,1984,SedeB,0.30,True
2025-11-17T17:09:38.240797,devolucion,LIB0005,Crónica de una muerte anunciada,SedeA,0.56,True
2025-11-17T17:09:38.242027,prestamo,LIB0006,La sombra del viento,SedeB,0.48,True
2025-11-17T17:09:38.243222,renovacion,LIB0007,El principito,SedeA,0.44,True
2025-11-17T17:09:38.244136,devolucion,LIB0008,Orgullo y prejuicio,SedeB,0.27,True
2025-11-17T17:09:38.261478,prestamo,LIB0009,Harry Potter y la piedra filosofal,SedeA,1.35,True
2025-11-17T17:09:38.262250,renovacion,LIB0010,El código Da Vinci,SedeB,0.31,True
2025-11-17T17:09:38.262843,prestamo,LIB0011,Los juegos del hambre,SedeA,0.24,True
2025-11-17T17:09:38.263425,devolucion,LIB0012,Cincuenta sombras de Grey,SedeB,0.25,True
2025-11-17T17:09:38.263929,renovacion,LIB0013,El hobbit,SedeA,0.21,True
2025-11-17T17:09:38.264448,prestamo,LIB0014,El señor de los anillos,SedeB,0.21,True
2025-11-17T17:09:38.265043,devolucion,LIB0015,Crepúsculo,SedeA,0.22,True
2025-11-17T17:09:38.265595,prestamo,LIB0016,La casa de los espíritus,SedeB,0.25,True
2025-11-17T17:09:38.266252,renovacion,LIB0017,El alquimista,SedeA,0.36,True
2025-11-17T17:09:38.266875,devolucion,LIB0018,La ciudad y los perros,SedeB,0.28,True
2025-11-17T17:09:38.267473,prestamo,LIB0019,Rayuela,SedeA,0.27,True
2025-11-17T17:09:38.268039,renovacion,LIB0020,Pedro Páramo,SedeB,0.25,True
2025-11-17T17:09:38.268721,prestamo,LIB0021,Ficciones,SedeA,0.34,True
2025-11-17T17:09:38.269322,devolucion,LIB0022,El túnel,SedeB,0.23,True
2025-11-17T17:09:38.269926,prestamo,LIB0023,Los detectives salvajes,SedeA,0.28,True
2025-11-17T17:09:38.270523,renovacion,LIB0024,La tregua,SedeB,0.23,True
2025-11-17T17:09:38.271378,devolucion,LIB0025,El perfume,SedeA,0.43,True
2025-11-17T17:09:38.272310,prestamo,LIB0026,La metamorfosis,SedeB,0.39,True
2025-11-17T17:09:38.273324,renovacion,LIB0027,El extranjero,SedeA,0.48,True
2025-11-17T17:09:38.274266,devolucion,LIB0028,Crimen y castigo,SedeB,0.46,True
2025-11-17T17:09:38.275669,prestamo,LIB0029,Los miserables,SedeA,0.71,True
2025-11-17T17:09:38.276551,renovacion,LIB0030,Guerra y paz,SedeB,0.38,True
2025-11-17T17:09:38.277650,prestamo,LIB0031,Anna Karenina,SedeA,0.49,True
2025-11-17T17:09:38.278549,devolucion,LIB0032,Ulises,SedeB,0.49,True
2025-11-17T17:09:38.279579,renovacion,LIB0033,En busca del tiempo perdido,SedeA,0.45,True
2025-11-17T17:09:38.280329,prestamo,LIB0034,La Odisea,SedeB,0.32,True
2025-11-17T17:09:38.280848,devolucion,LIB0035,La Ilíada,SedeA,0.23,True
2025-11-17T17:09:38.281371,prestamo,LIB0036,La divina comedia,SedeB,0.22,True
2025-11-17T17:09:38.281983,renovacion,LIB0037,Hamlet,SedeA,0.23,True
2025-11-17T17:09:38.282742,devolucion,LIB0038,Macbeth,SedeB,0.28,True
2025-11-17T17:09:38.283446,prestamo,LIB0039,Romeo y Julieta,SedeA,0.24,True
2025-11-17T17:09:38.284013,renovacion,LIB0040,Otelo,SedeB,0.23,True
2025-11-17T17:09:38.284595,prestamo,LIB0041,El guardián entre el centeno,SedeA,0.24,True
2025-11-17T17:09:38.285263,devolucion,LIB0042,Matar un ruiseñor,SedeB,0.23,True
2025-11-17T17:09:38.286044,renovacion,LIB0043,Fahrenheit 451,SedeA,0.23,True
2025-11-17T17:09:38.286745,prestamo,LIB0044,Un mundo feliz,SedeB,0.24,True
2025-11-17T17:09:38.287442,devolucion,LIB0045,El gran Gatsby,SedeA,0.25,True
