timestamp,operacion,codigo,titulo,sede,tiempo_respuesta_ms,exito
2025-11-17T16:31:07.752508,prestamo,LIB0001,Cien años de soledad,SedeA,2.95,True
2025-11-17T16:31:07.755182,devolucion,LIB0002,Don Quijote de la Mancha,SedeB,0.69,True
2025-11-17T16:31:07.756918,renovacion,LIB0003,El amor en los tiempos del cólera,SedeA,0.63,True
2025-11-17T16:31:07.759637,prestamo,LIB0004,1984,SedeB,1.36,True
2025-11-17T16:31:07.762454,devolucion,LIB0005,Crónica de una muerte anunciada,SedeA,1.07,True
2025-11-17T16:31:07.764603,prestamo,LIB0006,La sombra del viento,SedeB,0.98,True
2025-11-17T16:31:07.766543,renovacion,LIB0007,El principito,SedeA,0.84,True
2025-11-17T16:31:07.768662,devolucion,LIB0008,Orgullo y prejuicio,SedeB,1.05,True
2025-11-17T16:31:07.773007,prestamo,LIB0009,Harry Potter y la piedra filosofal,SedeA,0.78,True
2025-11-17T16:31:07.774630,renovacion,LIB0010,El código Da Vinci,SedeB,0.82,True
2025-11-17T16:31:07.777581,prestamo,LIB0011,Los juegos del hambre,SedeA,1.91,True
2025-11-17T16:31:07.779716,devolucion,LIB0012,Cincuenta sombras de Grey,SedeB,1.13,True
2025-11-17T16:31:07.782351,renovacion,LIB0013,El hobbit,SedeA,1.08,True
2025-11-17T16:31:07.783843,prestamo,LIB0014,El señor de los anillos,SedeB,0.85,True
2025-11-17T16:31:07.785154,devolucion,LIB0015,Crepúsculo,SedeA,0.62,True
2025-11-17T16:31:07.786686,prestamo,LIB0016,La casa de los espíritus,SedeB,0.82,True
2025-11-17T16:31:07.788212,renovacion,LIB0017,El alquimista,SedeA,0.84,True
2025-11-17T16:31:07.789734,devolucion,LIB0018,La ciudad y los perros,SedeB,0.70,True
2025-11-17T16:31:07.791050,prestamo,LIB0019,Rayuela,SedeA,0.68,True
2025-11-17T16:31:07.792377,renovacion,LIB0020,Pedro Páramo,SedeB,0.56,True
2025-11-17T16:31:07.793994,prestamo,LIB0021,Ficciones,SedeA,0.90,True
2025-11-17T16:31:07.796197,devolucion,LIB0022,El túnel,SedeB,1.02,True
2025-11-17T16:31:07.797679,prestamo,LIB0023,Los detectives salvajes,SedeA,0.70,True
2025-11-17T16:31:07.799737,renovacion,LIB0024,La tregua,SedeB,0.90,True
2025-11-17T16:31:07.801443,devolucion,LIB0025,El perfume,SedeA,0.80,True
2025-11-17T16:31:07.802956,prestamo,LIB0026,La metamorfosis,SedeB,0.72,True
2025-11-17T16:31:07.804192,renovacion,LIB0027,El extranjero,SedeA,0.57,True
2025-11-17T16:31:07.805507,devolucion,LIB0028,Crimen y castigo,SedeB,0.59,True
2025-11-17T16:31:07.807100,prestamo,LIB0029,Los miserables,SedeA,0.82,True
2025-11-17T16:31:07.809037,renovacion,LIB0030,Guerra y paz,SedeB,0.77,True
2025-11-17T16:31:07.811130,prestamo,LIB0031,Anna Karenina,SedeA,1.20,True
2025-11-17T16:31:07.814369,devolucion,LIB0032,Ulises,SedeB,1.61,True
2025-11-17T16:31:07.816736,renovacion,LIB0033,En busca del tiempo perdido,SedeA,0.94,True
2025-11-17T16:31:07.818387,prestamo,LIB0034,La Odisea,SedeB,0.78,True
2025-11-17T16:31:07.819775,devolucion,LIB0035,La Ilíada,SedeA,0.68,True
2025-11-17T16:31:07.821001,prestamo,LIB0036,La divina comedia,SedeB,0.65,True
2025-11-17T16:31:07.822510,renovacion,LIB0037,Hamlet,SedeA,0.81,True
2025-11-17T16:31:07.824088,devolucion,LIB0038,Macbeth,SedeB,0.81,True
2025-11-17T16:31:07.825796,prestamo,LIB0039,Romeo y Julieta,SedeA,0.76,True
2025-11-17T16:31:07.828146,renovacion,LIB0040,Otelo,SedeB,1.34,True
2025-11-17T16:31:07.831363,prestamo,LIB0041,El guardián entre el centeno,SedeA,1.41,True
2025-11-17T16:31:07.834482,devolucion,LIB0042,Matar un ruiseñor,SedeB,1.55,True
2025-11-17T16:31:07.836439,renovacion,LIB0043,Fahrenheit 451,SedeA,0.94,True
2025-11-17T16:31:07.837971,prestamo,LIB0044,Un mundo feliz,SedeB,0.86,True
2025-11-17T16:31:07.839650,devolucion,LIB0045,El gran Gatsby,SedeA,1.00,True
2025-11-17T16:31:07.841220,prestamo,LIB0046,Lo que el viento se llevó,SedeB,0.72,True
2025-11-17T16:31:07.843642,renovacion,LIB0047,El retrato de Dorian Gray,SedeA,1.08,True
2025-11-17T16:31:07.845477,devolucion,LIB0048,Drácula,SedeB,0.90,True
2025-11-17T16:31:07.847389,prestamo,LIB0049,Frankenstein,SedeA,0.98,True
2025-11-17T16:31:07.849485,renovacion,LIB0050,Jane Eyre,SedeB,0.97,True
2025-11-17T16:31:07.851235,prestamo,LIB0051,Cumbres borrascosas,SedeA,0.75,True
2025-11-17T16:31:07.852992,devolucion,LIB0052,Las aventuras de Tom Sawyer,SedeB,0.96,True
2025-11-17T16:31:07.854738,renovacion,LIB0053,Las aventuras de Huckleberry Finn,SedeA,1.05,True
2025-11-17T16:31:07.858315,prestamo,LIB0054,Moby Dick,SedeB,1.82,True
2025-11-17T16:31:07.861777,devolucion,LIB0055,El viejo y el mar,SedeA,1.45,True
2025-11-17T16:31:07.863667,prestamo,LIB0056,Por quién doblan las campanas,SedeB,1.05,True
2025-11-17T16:31:07.865650,renovacion,LIB0057,El sol también se levanta,SedeA,0.94,True
2025-11-17T16:31:07.867754,devolucion,LIB0058,Las uvas de la ira,SedeB,1.09,True
2025-11-17T16:31:07.869667,prestamo,LIB0059,De ratones y hombres,SedeA,1.08,True
2025-11-17T16:31:07.871095,renovacion,LIB0060,Al este del Edén,SedeB,0.69,True
2025-11-17T16:31:07.872351,prestamo,LIB0061,El ruido y la furia,SedeA,0.69,True
2025-11-17T16:31:07.873688,devolucion,LIB0062,Mientras agonizo,SedeB,0.73,True
