timestamp,operacion,codigo,titulo,sede,tiempo_respuesta_ms,exito
2025-11-17T17:06:16.638251,prestamo,LIB0001,Cien años de soledad,SedeA,2.37,True
2025-11-17T17:06:16.639564,devolucion,LIB0002,Don Quijote de la Mancha,SedeB,0.62,True
2025-11-17T17:06:16.641006,renovacion,LIB0003,El amor en los tiempos del cólera,SedeA,0.40,True
2025-11-17T17:06:16.641811,prestamo,LIB0004,1984,SedeB,0.36,True
2025-11-17T17:06:16.642667,devolucion,LIB0005,Crónica de una muerte anunciada,SedeA,0.30,True
2025-11-17T17:06:16.643760,prestamo,LIB0006,La sombra del viento,SedeB,0.37,True
2025-11-17T17:06:16.645028,renovacion,LIB0007,El principito,SedeA,0.39,True
2025-11-17T17:06:16.645923,devolucion,LIB0008,Orgullo y prejuicio,SedeB,0.36,True
2025-11-17T17:06:16.662788,prestamo,LIB0009,Harry Potter y la piedra filosofal,SedeA,1.90,True
2025-11-17T17:06:16.664093,renovacion,LIB0010,El código Da Vinci,SedeB,0.51,True
2025-11-17T17:06:16.665062,prestamo,LIB0011,Los juegos del hambre,SedeA,0.44,True
2025-11-17T17:06:16.665917,devolucion,LIB0012,Cincuenta sombras de Grey,SedeB,0.39,True
2025-11-17T17:06:16.667657,renovacion,LIB0013,El hobbit,SedeA,0.99,True
2025-11-17T17:06:16.671517,prestamo,LIB0014,El señor de los anillos,SedeB,1.05,True
2025-11-17T17:06:16.673608,devolucion,LIB0015,Crepúsculo,SedeA,0.84,True
2025-11-17T17:06:16.674395,prestamo,LIB0016,La casa de los espíritus,SedeB,0.36,True
2025-11-17T17:06:16.675291,renovacion,LIB0017,El alquimista,SedeA,0.43,True
2025-11-17T17:06:16.676011,devolucion,LIB0018,La ciudad y los perros,SedeB,0.31,True
2025-11-17T17:06:16.676926,prestamo,LIB0019,Rayuela,SedeA,0.33,True
2025-11-17T17:06:16.677792,renovacion,LIB0020,Pedro Páramo,SedeB,0.38,True
2025-11-17T17:06:16.678578,prestamo,LIB0021,Ficciones,SedeA,0.31,True
2025-11-17T17:06:16.679243,devolucion,LIB0022,El túnel,SedeB,0.28,True
2025-11-17T17:06:16.680229,prestamo,LIB0023,Los detectives salvajes,SedeA,0.25,True
2025-11-17T17:06:16.680982,renovacion,LIB0024,La tregua,SedeB,0.31,True
2025-11-17T17:06:16.682523,devolucion,LIB0025,El perfume,SedeA,0.60,True
2025-11-17T17:06:16.685088,prestamo,LIB0026,La metamorfosis,SedeB,1.50,True
2025-11-17T17:06:16.689008,renovacion,LIB0027,El extranjero,SedeA,2.51,True
2025-11-17T17:06:16.690647,devolucion,LIB0028,Crimen y castigo,SedeB,0.76,True
2025-11-17T17:06:16.692457,prestamo,LIB0029,Los miserables,SedeA,1.09,True
2025-11-17T17:06:16.693250,renovacion,LIB0030,Guerra y paz,SedeB,0.42,True
2025-11-17T17:06:16.694026,prestamo,LIB0031,Anna Karenina,SedeA,0.31,True
2025-11-17T17:06:16.694645,devolucion,LIB0032,Ulises,SedeB,0.30,True
2025-11-17T17:06:16.695563,renovacion,LIB0033,En busca del tiempo perdido,SedeA,0.42,True
2025-11-17T17:06:16.696308,prestamo,LIB0034,La Odisea,SedeB,0.28,True
2025-11-17T17:06:16.697024,devolucion,LIB0035,La Ilíada,SedeA,0.34,True
2025-11-17T17:06:16.698003,prestamo,LIB0036,La divina comedia,SedeB,0.54,True
2025-11-17T17:06:16.698895,renovacion,LIB0037,Hamlet,SedeA,0.44,True
2025-11-17T17:06:16.699710,devolucion,LIB0038,Macbeth,SedeB,0.40,True
2025-11-17T17:06:16.700569,prestamo,LIB0039,Romeo y Julieta,SedeA,0.36,True
2025-11-17T17:06:16.701473,renovacion,LIB0040,Otelo,SedeB,0.44,True
2025-11-17T17:06:16.703853,prestamo,LIB0041,El guardián entre el centeno,SedeA,0.94,True
2025-11-17T17:06:16.706234,devolucion,LIB0042,Matar un ruiseñor,SedeB,0.98,True
2025-11-17T17:06:16.708095,renovacion,LIB0043,Fahrenheit 451,SedeA,1.00,True
2025-11-17T17:06:16.710209,prestamo,LIB0044,Un mundo feliz,SedeB,0.56,True
2025-11-17T17:06:16.712490,devolucion,LIB0045,El gran Gatsby,SedeA,1.16,True
2025-11-17T17:06:16.713950,prestamo,LIB0046,Lo que el viento se llevó,SedeB,0.65,True
2025-11-17T17:06:16.715082,renovacion,LIB0047,El retrato de Dorian Gray,SedeA,0.41,True
2025-11-17T17:06:16.716479,devolucion,LIB0048,Drácula,SedeB,0.46,True
2025-11-17T17:06:16.717794,prestamo,LIB0049,Frankenstein,SedeA,0.60,True
2025-11-17T17:06:16.719858,renovacion,LIB0050,Jane Eyre,SedeB,0.70,True
2025-11-17T17:06:16.722145,prestamo,LIB0051,Cumbres borrascosas,SedeA,0.54,True
2025-11-17T17:06:16.724635,devolucion,LIB0052,Las aventuras de Tom Sawyer,SedeB,1.18,True
2025-11-17T17:06:16.725999,renovacion,LIB0053,Las aventuras de Huckleberry Finn,SedeA,0.48,True
2025-11-17T17:06:16.727201,prestamo,LIB0054,Moby Dick,SedeB,0.47,True
2025-11-17T17:06:16.728343,devolucion,LIB0055,El viejo y el mar,SedeA,0.56,True
2025-11-17T17:06:16.729926,prestamo,LIB0056,Por quién doblan las campanas,SedeB,0.75,True
2025-11-17T17:06:16.731482,renovacion,LIB0057,El sol también se levanta,SedeA,0.70,True
2025-11-17T17:06:16.732586,devolucion,LIB0058,Las uvas de la ira,SedeB,0.56,True
2025-11-17T17:06:16.733862,prestamo,LIB0059,De ratones y hombres,SedeA,0.50,True
2025-11-17T17:06:16.735278,renovacion,LIB0060,Al este del Edén,SedeB,0.69,True
2025-11-17T17:06:16.737234,prestamo,LIB0061,El ruido y la furia,SedeA,0.98,True
2025-11-17T17:06:16.738309,devolucion,LIB0062,Mientras agonizo,SedeB,0.48,True
2025-11-17T17:06:16.739543,renovacion,LIB0063,Lolita,SedeA,0.46,True
2025-11-17T17:06:16.741024,prestamo,LIB0064,La naranja mecánica,SedeB,0.83,True
2025-11-17T17:06:16.742562,devolucion,LIB0065,El nombre de la rosa,SedeA,0.71,True
2025-11-17T17:06:16.743888,prestamo,LIB0066,El péndulo de Foucault,SedeB,0.62,True
2025-11-17T17:06:16.747867,renovacion,LIB0067,La insoportable levedad del ser,SedeA,1.49,True
2025-11-17T17:06:16.749104,devolucion,LIB0068,El libro de la risa y el olvido,SedeB,0.45,True
2025-11-17T17:06:16.750269,prestamo,LIB0069,Ensayo sobre la ceguera,SedeA,0.48,True
2025-11-17T17:06:16.751509,renovacion,LIB0070,Todos los nombres,SedeB,0.64,True
2025-11-17T17:06:16.753475,prestamo,LIB0071,El evangelio según Jesucristo,SedeA,0.63,True
2025-11-17T17:06:16.754894,devolucion,LIB0072,La caverna,SedeB,0.61,True
2025-11-17T17:06:16.756286,renovacion,LIB0073,Memorial del convento,SedeA,0.43,True
2025-11-17T17:06:16.757409,prestamo,LIB0074,El año de la muerte de Ricardo Reis,SedeB,0.51,True
2025-11-17T17:06:16.758224,devolucion,LIB0075,Levantado del suelo,SedeA,0.33,True
2025-11-17T17:06:16.759209,prestamo,LIB0076,Las intermitencias de la muerte,SedeB,0.47,True
2025-11-17T17:06:16.760143,renovacion,LIB0077,La balsa de piedra,SedeA,0.40,True
2025-11-17T17:06:16.761253,devolucion,LIB0078,El hombre duplicado,SedeB,0.53,True
2025-11-17T17:06:16.762884,prestamo,LIB0079,Caín,SedeA,0.71,True
2025-11-17T17:06:16.764448,renovacion,LIB0080,Claraboya,SedeB,0.71,True
2025-11-17T17:06:16.766514,prestamo,LIB0081,La peste,SedeA,0.81,True
2025-11-17T17:06:16.769287,devolucion,LIB0082,El mito de Sísifo,SedeB,1.51,True
2025-11-17T17:06:16.771289,renovacion,LIB0083,La caída,SedeA,0.91,True
2025-11-17T17:06:16.772647,prestamo,LIB0084,El hombre rebelde,SedeB,0.65,True
2025-11-17T17:06:16.773811,devolucion,LIB0085,Bodas,SedeA,0.48,True
2025-11-17T17:06:16.775458,prestamo,LIB0086,El verano,SedeB,0.64,True
2025-11-17T17:06:16.777156,renovacion,LIB0087,Calígula,SedeA,0.75,True
2025-11-17T17:06:16.779027,devolucion,LIB0088,Los justos,SedeB,1.00,True
2025-11-17T17:06:16.782463,prestamo,LIB0089,Estado de sitio,SedeA,2.04,True
2025-11-17T17:06:16.784740,renovacion,LIB0090,El malentendido,SedeB,1.06,True
2025-11-17T17:06:16.792240,prestamo,LIB0091,Los hermanos Karamázov,SedeA,4.18,True
2025-11-17T17:06:16.795285,devolucion,LIB0092,El idiota,SedeB,1.43,True
2025-11-17T17:06:16.807151,renovacion,LIB0093,Demonios,SedeA,5.90,True
2025-11-17T17:06:16.812132,prestamo,LIB0094,El jugador,SedeB,1.20,True
2025-11-17T17:06:16.815286,devolucion,LIB0095,Memorias del subsuelo,SedeA,1.64,True
2025-11-17T17:06:16.819119,prestamo,LIB0096,Pobres gentes,SedeB,1.23,True
2025-11-17T17:06:16.821766,renovacion,LIB0097,Noches blancas,SedeA,0.97,True
2025-11-17T17:06:16.823704,devolucion,LIB0098,El doble,SedeB,0.92,True
2025-11-17T17:06:16.826191,prestamo,LIB0099,Humillados y ofendidos,SedeA,0.77,True
2025-11-17T17:06:16.828099,renovacion,LIB0100,El eterno marido,SedeB,0.87,True
2025-11-17T17:06:16.830738,prestamo,LIB0101,La muerte de Iván Ilich,SedeA,0.94,True
2025-11-17T17:06:16.836771,devolucion,LIB0102,Resurrección,SedeB,1.49,True
2025-11-17T17:06:16.845565,renovacion,LIB0103,Los cosacos,SedeA,1.44,True
2025-11-17T17:06:16.849424,prestamo,LIB0104,La sonata a Kreutzer,SedeB,1.06,True
2025-11-17T17:06:16.851316,devolucion,LIB0105,Hadyi Murad,SedeA,0.81,True
2025-11-17T17:06:16.853253,prestamo,LIB0106,Infancia,SedeB,0.82,True
2025-11-17T17:06:16.855119,renovacion,LIB0107,Adolescencia,SedeA,0.80,True
2025-11-17T17:06:16.856898,devolucion,LIB0108,Juventud,SedeB,0.75,True
2025-11-17T17:06:16.858608,prestamo,LIB0109,Sebastopol,SedeA,0.80,True
2025-11-17T17:06:16.860021,renovacion,LIB0110,El diablo,SedeB,0.59,True
2025-11-17T17:06:16.861238,prestamo,LIB0111,Retrato del artista adolescente,SedeA,0.52,True
2025-11-17T17:06:16.862401,devolucion,LIB0112,Dublineses,SedeB,0.51,True
2025-11-17T17:06:16.864118,renovacion,LIB0113,Finnegans Wake,SedeA,0.72,True
2025-11-17T17:06:16.865955,prestamo,LIB0114,Exiliados,SedeB,0.84,True
