timestamp,operacion,codigo,titulo,sede,tiempo_respuesta_ms,exito
2025-11-17T17:05:17.800199,prestamo,LIB0001,Cien años de soledad,SedeA,1.86,True
2025-11-17T17:05:17.801064,devolucion,LIB0002,Don Quijote de la Mancha,SedeB,0.30,True
2025-11-17T17:05:17.802006,renovacion,LIB0003,El amor en los tiempos del cólera,SedeA,0.30,True
2025-11-17T17:05:17.803190,prestamo,LIB0004,1984,SedeB,0.34,True
2025-11-17T17:05:17.804726,devolucion,LIB0005,Crónica de una muerte anunciada,SedeA,0.60,True
2025-11-17T17:05:17.807249,prestamo,LIB0006,La sombra del viento,SedeB,0.67,True
2025-11-17T17:05:17.809206,renovacion,LIB0007,El principito,SedeA,0.77,True
2025-11-17T17:05:17.811868,devolucion,LIB0008,Orgullo y prejuicio,SedeB,0.79,True
2025-11-17T17:05:17.826807,prestamo,LIB0009,Harry Potter y la piedra filosofal,SedeA,0.53,True
2025-11-17T17:05:17.828267,renovacion,LIB0010,El código Da Vinci,SedeB,0.59,True
2025-11-17T17:05:17.829958,prestamo,LIB0011,Los juegos del hambre,SedeA,0.84,True
2025-11-17T17:05:17.830904,devolucion,LIB0012,Cincuenta sombras de Grey,SedeB,0.41,True
2025-11-17T17:05:17.831850,renovacion,LIB0013,El hobbit,SedeA,0.45,True
2025-11-17T17:05:17.832850,prestamo,LIB0014,El señor de los anillos,SedeB,0.47,True
2025-11-17T17:05:17.836482,devolucion,LIB0015,Crepúsculo,SedeA,2.16,True
2025-11-17T17:05:17.837925,prestamo,LIB0016,La casa de los espíritus,SedeB,0.64,True
2025-11-17T17:05:17.840276,renovacion,LIB0017,El alquimista,SedeA,1.41,True
2025-11-17T17:05:17.841525,devolucion,LIB0018,La ciudad y los perros,SedeB,0.54,True
2025-11-17T17:05:17.842703,prestamo,LIB0019,Rayuela,SedeA,0.51,True
2025-11-17T17:05:17.843933,renovacion,LIB0020,Pedro Páramo,SedeB,0.50,True
2025-11-17T17:05:17.845287,prestamo,LIB0021,Ficciones,SedeA,0.44,True
2025-11-17T17:05:17.846669,devolucion,LIB0022,El túnel,SedeB,0.45,True
2025-11-17T17:05:17.848086,prestamo,LIB0023,Los detectives salvajes,SedeA,0.54,True
2025-11-17T17:05:17.849284,renovacion,LIB0024,La tregua,SedeB,0.39,True
2025-11-17T17:05:17.850657,devolucion,LIB0025,El perfume,SedeA,0.58,True
2025-11-17T17:05:17.851998,prestamo,LIB0026,La metamorfosis,SedeB,0.47,True
2025-11-17T17:05:17.855328,renovacion,LIB0027,El extranjero,SedeA,2.27,True
2025-11-17T17:05:17.858588,devolucion,LIB0028,Crimen y castigo,SedeB,1.92,True
2025-11-17T17:05:17.860981,prestamo,LIB0029,Los miserables,SedeA,1.42,True
2025-11-17T17:05:17.862478,renovacion,LIB0030,Guerra y paz,SedeB,0.63,True
2025-11-17T17:05:17.863670,prestamo,LIB0031,Anna Karenina,SedeA,0.60,True
2025-11-17T17:05:17.864772,devolucion,LIB0032,Ulises,SedeB,0.45,True
2025-11-17T17:05:17.865854,renovacion,LIB0033,En busca del tiempo perdido,SedeA,0.55,True
2025-11-17T17:05:17.867253,prestamo,LIB0034,La Odisea,SedeB,0.70,True
2025-11-17T17:05:17.869093,devolucion,LIB0035,La Ilíada,SedeA,0.65,True
2025-11-17T17:05:17.870816,prestamo,LIB0036,La divina comedia,SedeB,0.88,True
2025-11-17T17:05:17.872508,renovacion,LIB0037,Hamlet,SedeA,0.64,True
2025-11-17T17:05:17.874287,devolucion,LIB0038,Macbeth,SedeB,0.75,True
2025-11-17T17:05:17.875856,prestamo,LIB0039,Romeo y Julieta,SedeA,0.67,True
2025-11-17T17:05:17.877823,renovacion,LIB0040,Otelo,SedeB,0.86,True
2025-11-17T17:05:17.879823,prestamo,LIB0041,El guardián entre el centeno,SedeA,0.93,True
2025-11-17T17:05:17.881960,devolucion,LIB0042,Matar un ruiseñor,SedeB,0.88,True
2025-11-17T17:05:17.883435,renovacion,LIB0043,Fahrenheit 451,SedeA,0.63,True
2025-11-17T17:05:17.885368,prestamo,LIB0044,Un mundo feliz,SedeB,0.72,True
2025-11-17T17:05:17.889752,devolucion,LIB0045,El gran Gatsby,SedeA,2.21,True
2025-11-17T17:05:17.892096,prestamo,LIB0046,Lo que el viento se llevó,SedeB,1.02,True
2025-11-17T17:05:17.893541,renovacion,LIB0047,El retrato de Dorian Gray,SedeA,0.71,True
2025-11-17T17:05:17.894877,devolucion,LIB0048,Drácula,SedeB,0.60,True
2025-11-17T17:05:17.896542,prestamo,LIB0049,Frankenstein,SedeA,0.64,True
2025-11-17T17:05:17.897970,renovacion,LIB0050,Jane Eyre,SedeB,0.62,True
